"","gene","name","Superclass_x","Class_x","Subclass_x"
"1971","RVBD0555","menD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"1972","RVBD3913","trxB2","Cellular Processes","Cell Cycle, Cell Division and Death","Riboflavin,_FMN,_FAD"
"1973","RVBD2870c","dxr","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1974","RVBD2870c","dxr","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1975","RVBD0282","eccA3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1976","RVBD2612c","pgsA1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1977","RVBD0283","eccB3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1978","RVBD3042c","serB2","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1979","RVBD3708c","asd","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1980","RVBD3708c","asd","","Clustering-based subsystems","Lysine_Biosynthesis"
"1981","RVBD3708c","asd","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"1982","RVBD2201","asnB","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1983","RVBD2157c","murF","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1984","RVBD1595","nadB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"1985","RVBD1449c","tkt","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1986","RVBD3782","glfT1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1987","RVBD1612","trpB","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1988","RVBD0634B","rpmG2","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1989","RVBD2158c","murE","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1990","RVBD2139","pyrD","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"1991","RVBD0500","proC","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"1992","RVBD3248c","sahH","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1993","RVBD1797","eccE5","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1994","RVBD3137","RVBD3137","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1995","RVBD1605","hisF","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1996","RVBD0512","hemB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1997","RVBD2457c","clpX","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1998","RVBD1713","engA","Protein Processing","Protein Synthesis","Central_Metabolism"
"1999","RVBD2219","RVBD2219","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"2000","RVBD3247c","tmk","","","Folate_and_pterines"
"2001","RVBD3255c","manA","Metabolism","Carbohydrates","Monosaccharides"
"2002","RVBD1659","argH","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"2003","RVBD1659","argH","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"2004","RVBD2182c","RVBD2182c","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"2005","RVBD2995c","leuB","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"2006","RVBD3794","embA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2007","RVBD3794","embA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2008","RVBD1416","ribH","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"2009","RVBD3029c","fixA","","","Biogenesis_of_respiratory_chain_components"
"2010","RVBD2343c","dnaG","Cellular Processes","Cell Cycle, Cell Division and Death","DNA_replication"
"2011","RVBD3608c","folP1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2012","RVBD3608c","folP1","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2013","RVBD1609","trpE","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"2014","RVBD0287","esxG","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2015","RVBD0286","PPE4","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2016","RVBD0284","eccC3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2017","RVBD1479","moxR1","","","Regulation_Transcription"
"2018","RVBD1093","glyA1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2019","RVBD0524","hemL","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"2020","RVBD1011","ispE","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"2021","RVBD1296","thrB","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"2022","RVBD1293","lysA","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"2023","RVBD3625c","mesJ","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2024","RVBD3778c","RVBD3778c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"2025","RVBD0542c","menE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"2026","RVBD0236c","aftD","","","Cell_wall_of_Mycobacteria"
"2027","RVBD3783","rfbD","","","Cell_wall_of_Mycobacteria"
"2028","RVBD1611","trpC","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"2029","RVBD1094","desA2","","","Fatty_acids"
"2030","RVBD3009c","gatB","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"2031","RVBD1383","carA","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"2032","RVBD1695","ppnK","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"2033","RVBD1695","ppnK","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2034","RVBD2110c","prcB","","","Protein_targeting,_sorting,_translocation"
"2035","RVBD1381","pyrC","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"2036","RVBD3792","aftA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2037","RVBD0526","RVBD0526","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"2038","RVBD2242","RVBD2242","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"2039","RVBD2537c","aroD","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"2040","RVBD2673","aftC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2041","RVBD2673","aftC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2042","RVBD3265c","wbbL1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"2043","RVBD0534c","menA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"2044","RVBD3795","embB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2045","RVBD3795","embB","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2046","RVBD2444c","rne","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2047","RVBD1384","carB","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"2048","RVBD1652","argC","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"2049","RVBD1652","argC","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"2050","RVBD3793","embC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2051","RVBD3793","embC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2052","RVBD0528","RVBD0528","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"2053","RVBD1025","RVBD1025","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"2054","RVBD1477","ripA","","","Cell_wall_of_Mycobacteria"
"2055","RVBD0788","purQ","Metabolism","Nucleosides and Nucleotides","Purines"
"2056","RVBD1380","pyrB","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"2057","RVBD3048c","nrdF2","Metabolism","Nucleosides and Nucleotides","DNA_replication"
"2058","RVBD0423c","thiC","","","Thiamin"
"2059","RVBD2438c","nadE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"2060","RVBD2155c","murD","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"2061","RVBD2362c","recO","DNA Processing","DNA Processing","DNA_repair"
"2062","RVBD0023","RVBD0023","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2063","RVBD3713","cobQ2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"2064","RVBD1301","RVBD1301","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2065","RVBD3264c","manB","","","Cell_wall_of_Mycobacteria"
"2066","RVBD1464","csd","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"2067","RVBD3246c","mtrA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2068","RVBD1783","eccC5","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2069","RVBD0527","ccdA","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"2070","RVBD0527","ccdA","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"2071","RVBD3634c","galE1","Metabolism","Carbohydrates","Di-_and_oligosaccharides"
"2072","RVBD0002","dnaN","","","DNA_replication"
"2073","RVBD2610c","pimA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"2074","RVBD2677c","hemY","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"2075","RVBD0290","eccD3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2076","RVBD1654","argB","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"2077","RVBD1654","argB","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"2078","RVBD1098c","fum","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2079","RVBD2109c","prcA","","","Protein_targeting,_sorting,_translocation"
"2080","RVBD1300","hemK","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2081","RVBD3244c","lpqB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2082","RVBD3003c","ilvB1","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"2083","RVBD3003c","ilvB1","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2084","RVBD3003c","ilvB1","Energy","Energy and Precursor Metabolites Generation","Fermentation"
"2085","RVBD2163c","pbpB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"2086","RVBD2163c","pbpB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"2087","RVBD0289","espG3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2088","RVBD2218","lipA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"2089","RVBD2925c","rnc","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2090","RVBD1302","rfe","","","Cell_wall_of_Mycobacteria"
"2091","RVBD0046c","ino1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"2092","RVBD1014c","pth","Protein Processing","Protein Synthesis","Translation"
"2093","RVBD1014c","pth","Cellular Processes","Prokaryotic cell type differentiation","Sporulation"
"2094","RVBD1697","RVBD1697","RNA Processing","RNA Processing","RNA_processing_and_modification"
"2095","RVBD3001c","ilvC","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"2096","RVBD3001c","ilvC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"2097","RVBD0558","menH","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"2098","RVBD2754c","thyX","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2099","RVBD2754c","thyX","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2100","RVBD0952","sucD","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2101","RVBD1822","pgsA2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"2102","RVBD2465c","rpiB","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2103","RVBD1409","ribG","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"2104","RVBD1438","tpi","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2105","RVBD2533c","nusB","","","Transcription"
"2106","RVBD1348","irtA","","","iron_homeostasis"
"2107","RVBD1437","pgk","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2108","RVBD1315","murA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2109","RVBD1315","murA","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"2110","RVBD2373c","dnaJ2","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"2111","RVBD2373c","dnaJ2","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"2112","RVBD0553","menC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"2113","RVBD0951","sucC","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2114","RVBD1015c","rplY","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"2115","RVBD1794","RVBD1794","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2116","RVBD2794c","pptT","","","Lipoic_acid"
"2117","RVBD2794c","pptT","","","Fatty_acids"
"2118","RVBD1456c","RVBD1456c","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"2119","RVBD2881c","cdsA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"2120","RVBD3266c","rmlD","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"2121","RVBD3490","otsA","","","Central_Metabolism"
"2122","RVBD1402","priA","","","DNA_replication"
"2123","RVBD2554c","RVBD2554c","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"2124","RVBD1406","fmt","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2125","RVBD1406","fmt","Protein Processing","Protein Synthesis","Translation"
"2126","RVBD1796","mycP5","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2127","RVBD0417","thiG","","","Thiamin"
"2128","RVBD2747","argA","","","Arginine;_urea_cycle,_creatine,_polyamines"
"2129","RVBD1826","gcvH","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"2130","RVBD3603c","RVBD3603c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2131","RVBD3603c","RVBD3603c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"2132","RVBD0291","mycP3","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"2133","RVBD3805c","aftB","","","Cell_wall_of_Mycobacteria"
"2134","RVBD3423c","alr","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"2135","RVBD3423c","alr","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"2136","RVBD2235","RVBD2235","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"2137","RVBD2883c","pyrH","","","Pyrimidines"
"2138","RVBD1005c","pabB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2139","RVBD3601c","panD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2140","RVBD3601c","panD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"2141","RVBD1208","gpgS","","","Central_Metabolism"
"2142","RVBD2477c","RVBD2477c","Protein Processing","Protein Synthesis","Translation"
"2143","RVBD2151c","ftsQ","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"2144","RVBD3602c","panC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"2145","RVBD3602c","panC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"2146","RVBD0548c","menB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Quinone_cofactors"
"2147","RVBD3215","entC","","","Central_Metabolism"
