"","start","end","strand","geneID","start_norm","end_norm"
"12470",7990321,7990392,"-","RVBD6038",3348669,3348740
"124701",7990321,7990392,"+","RVBD6038_as",3348669,3348740
"31181",7990392,7990467,"+","RVBD6038-RVBD2992c intergenic region",3348740,3348815
"311811",7990392,7990467,"-","RVBD6038-RVBD2992c intergenic region_as",3348740,3348815
"12474",7990467,7991939,"-","RVBD2992c",3348815,3350287
"124741",7990467,7991939,"+","RVBD2992c_as",3348815,3350287
"12478",7991936,7992655,"-","RVBD2993c",3350284,3351003
"124781",7991936,7992655,"+","RVBD2993c_as",3350284,3351003
"3120",7992655,7992931,"+","RVBD2993c-RVBD2994 intergenic region",3351003,3351279
"31201",7992655,7992931,"-","RVBD2993c-RVBD2994 intergenic region_as",3351003,3351279
"12482",7992931,7994268,"+","RVBD2994",3351279,3352616
"124821",7992931,7994268,"-","RVBD2994_as",3351279,3352616
"12486",7994120,7995130,"-","RVBD2995c",3352468,3353478
"124861",7994120,7995130,"+","RVBD2995c_as",3352468,3353478
"31221",7995130,7995145,"+","RVBD2995c-RVBD2996c intergenic region",3353478,3353493
"312211",7995130,7995145,"-","RVBD2995c-RVBD2996c intergenic region_as",3353478,3353493
"12490",7995145,7996731,"-","RVBD2996c",3353493,3355079
"124901",7995145,7996731,"+","RVBD2996c_as",3353493,3355079
"3123",7996731,7996761,"+","RVBD2996c-RVBD2997 intergenic region",3355079,3355109
"31231",7996731,7996761,"-","RVBD2996c-RVBD2997 intergenic region_as",3355079,3355109
"12494",7996761,7998203,"+","RVBD2997",3355109,3356551
"124941",7996761,7998203,"-","RVBD2997_as",3355109,3356551
"3124",7998203,7998477,"+","RVBD2997-RVBD2998 intergenic region",3356551,3356825
"31241",7998203,7998477,"-","RVBD2997-RVBD2998 intergenic region_as",3356551,3356825
"12498",7998477,7998938,"+","RVBD2998",3356825,3357286
"124981",7998477,7998938,"-","RVBD2998_as",3356825,3357286
"12502",7998887,7999090,"-","RVBD2998A",3357235,3357438
"125021",7998887,7999090,"+","RVBD2998A_as",3357235,3357438
"31261",7999090,7999264,"+","RVBD2998A-RVBD2999 intergenic region",3357438,3357612
"312611",7999090,7999264,"-","RVBD2998A-RVBD2999 intergenic region_as",3357438,3357612
"12506",7999264,8000229,"+","RVBD2999",3357612,3358577
"125061",7999264,8000229,"-","RVBD2999_as",3357612,3358577
"3127",8000229,8000274,"+","RVBD2999-RVBD3000 intergenic region",3358577,3358622
"31271",8000229,8000274,"-","RVBD2999-RVBD3000 intergenic region_as",3358577,3358622
"12510",8000274,8000933,"+","RVBD3000",3358622,3359281
"125101",8000274,8000933,"-","RVBD3000_as",3358622,3359281
"3128",8000933,8001247,"+","RVBD3000-RVBD3001c intergenic region",3359281,3359595
"31281",8000933,8001247,"-","RVBD3000-RVBD3001c intergenic region_as",3359281,3359595
"12514",8001247,8002248,"-","RVBD3001c",3359595,3360596
"125141",8001247,8002248,"+","RVBD3001c_as",3359595,3360596
"3129",8002248,8002286,"+","RVBD3001c-RVBD3002c intergenic region",3360596,3360634
"31291",8002248,8002286,"-","RVBD3001c-RVBD3002c intergenic region_as",3360596,3360634
"12518",8002286,8002792,"-","RVBD3002c",3360634,3361140
"125181",8002286,8002792,"+","RVBD3002c_as",3360634,3361140
"12522",8002792,8004648,"-","RVBD3003c",3361140,3362996
"31301",8002792,8002792,"+","RVBD3002c-RVBD3003c intergenic region",3361140,3361140
"125221",8002792,8004648,"+","RVBD3003c_as",3361140,3362996
"313011",8002792,8002792,"-","RVBD3002c-RVBD3003c intergenic region_as",3361140,3361140
"3131",8004648,8005010,"+","RVBD3003c-RVBD3004 intergenic region",3362996,3363358
"31311",8004648,8005010,"-","RVBD3003c-RVBD3004 intergenic region_as",3362996,3363358
"12526",8005010,8005348,"+","RVBD3004",3363358,3363696
"125261",8005010,8005348,"-","RVBD3004_as",3363358,3363696
"3132",8005348,8005355,"+","RVBD3004-RVBD3005c intergenic region",3363696,3363703
"31321",8005348,8005355,"-","RVBD3004-RVBD3005c intergenic region_as",3363696,3363703
"12530",8005355,8006194,"-","RVBD3005c",3363703,3364542
"125301",8005355,8006194,"+","RVBD3005c_as",3363703,3364542
"3133",8006194,8006371,"+","RVBD3005c-RVBD3006 intergenic region",3364542,3364719
"31331",8006194,8006371,"-","RVBD3005c-RVBD3006 intergenic region_as",3364542,3364719
"12534",8006371,8007492,"+","RVBD3006",3364719,3365840
"125341",8006371,8007492,"-","RVBD3006_as",3364719,3365840
"31341",8007492,8007498,"+","RVBD3006-RVBD3007c intergenic region",3365840,3365846
"313411",8007492,8007498,"-","RVBD3006-RVBD3007c intergenic region_as",3365840,3365846
"12538",8007498,8008112,"-","RVBD3007c",3365846,3366460
"125381",8007498,8008112,"+","RVBD3007c_as",3365846,3366460
"3135",8008112,8008306,"+","RVBD3007c-RVBD3008 intergenic region",3366460,3366654
"31351",8008112,8008306,"-","RVBD3007c-RVBD3008 intergenic region_as",3366460,3366654
"12542",8008306,8008929,"+","RVBD3008",3366654,3367277
"125421",8008306,8008929,"-","RVBD3008_as",3366654,3367277
"12546",8008926,8010455,"-","RVBD3009c",3367274,3368803
"125461",8008926,8010455,"+","RVBD3009c_as",3367274,3368803
"3137",8010455,8010485,"+","RVBD3009c-RVBD3010c intergenic region",3368803,3368833
"31371",8010455,8010485,"-","RVBD3009c-RVBD3010c intergenic region_as",3368803,3368833
"12550",8010485,8011516,"-","RVBD3010c",3368833,3369864
"125501",8010485,8011516,"+","RVBD3010c_as",3368833,3369864
"31381",8011516,8011612,"+","RVBD3010c-RVBD3011c intergenic region",3369864,3369960
"313811",8011516,8011612,"-","RVBD3010c-RVBD3011c intergenic region_as",3369864,3369960
"12554",8011612,8013096,"-","RVBD3011c",3369960,3371444
"125541",8011612,8013096,"+","RVBD3011c_as",3369960,3371444
"12558",8013093,8013392,"-","RVBD3012c",3371441,3371740
"125581",8013093,8013392,"+","RVBD3012c_as",3371441,3371740
"3140",8013392,8013477,"+","RVBD3012c-RVBD3013 intergenic region",3371740,3371825
"31401",8013392,8013477,"-","RVBD3012c-RVBD3013 intergenic region_as",3371740,3371825
"12562",8013477,8014133,"+","RVBD3013",3371825,3372481
"125621",8013477,8014133,"-","RVBD3013_as",3371825,3372481
"3141",8014133,8014207,"+","RVBD3013-RVBD3014c intergenic region",3372481,3372555
"31411",8014133,8014207,"-","RVBD3013-RVBD3014c intergenic region_as",3372481,3372555
"12566",8014207,8016282,"-","RVBD3014c",3372555,3374630
"125661",8014207,8016282,"+","RVBD3014c_as",3372555,3374630
"31421",8016282,8016313,"+","RVBD3014c-RVBD3015c intergenic region",3374630,3374661
"314211",8016282,8016313,"-","RVBD3014c-RVBD3015c intergenic region_as",3374630,3374661
"12570",8016313,8017326,"-","RVBD3015c",3374661,3375674
"125701",8016313,8017326,"+","RVBD3015c_as",3374661,3375674
"3143",8017326,8017420,"+","RVBD3015c-RVBD3016 intergenic region",3375674,3375768
"31431",8017326,8017420,"-","RVBD3015c-RVBD3016 intergenic region_as",3375674,3375768
"12574",8017420,8018049,"+","RVBD3016",3375768,3376397
"125741",8017420,8018049,"-","RVBD3016_as",3375768,3376397
"3144",8018049,8018152,"+","RVBD3016-RVBD3017c intergenic region",3376397,3376500
"31441",8018049,8018152,"-","RVBD3016-RVBD3017c intergenic region_as",3376397,3376500
"12578",8018152,8018514,"-","RVBD3017c",3376500,3376862
"125781",8018152,8018514,"+","RVBD3017c_as",3376500,3376862
"3145",8018514,8018601,"+","RVBD3017c-RVBD3018c intergenic region",3376862,3376949
"31451",8018514,8018601,"-","RVBD3017c-RVBD3018c intergenic region_as",3376862,3376949
"12582",8018601,8019905,"-","RVBD3018c",3376949,3378253
"125821",8018601,8019905,"+","RVBD3018c_as",3376949,3378253
"31461",8019905,8019991,"+","RVBD3018c-RVBD3018Bc intergenic region",3378253,3378339
"314611",8019905,8019991,"-","RVBD3018c-RVBD3018Bc intergenic region_as",3378253,3378339
"12586",8019991,8020077,"-","RVBD3018Bc",3378339,3378425
"125861",8019991,8020077,"+","RVBD3018Bc_as",3378339,3378425
"3147",8020077,8020373,"+","RVBD3018Bc-RVBD3019c intergenic region",3378425,3378721
"31471",8020077,8020373,"-","RVBD3018Bc-RVBD3019c intergenic region_as",3378425,3378721
"12590",8020373,8020663,"-","RVBD3019c",3378721,3379011
"125901",8020373,8020663,"+","RVBD3019c_as",3378721,3379011
"3148",8020663,8020698,"+","RVBD3019c-RVBD3020c intergenic region",3379011,3379046
"31481",8020663,8020698,"-","RVBD3019c-RVBD3020c intergenic region_as",3379011,3379046
"12594",8020698,8020991,"-","RVBD3020c",3379046,3379339
"125941",8020698,8020991,"+","RVBD3020c_as",3379046,3379339
"3149",8020991,8021038,"+","RVBD3020c-RVBD3021c intergenic region",3379339,3379386
"31491",8020991,8021038,"-","RVBD3020c-RVBD3021c intergenic region_as",3379339,3379386
"12598",8021038,8022345,"-","RVBD3021c",3379386,3380693
"125981",8021038,8022345,"+","RVBD3021c_as",3379386,3380693
"12602",8022342,8022659,"-","RVBD3022A",3380690,3381007
"126021",8022342,8022659,"+","RVBD3022A_as",3380690,3381007
"3151",8022659,8023038,"+","RVBD3022A-RVBD3023c intergenic region",3381007,3381386
"31511",8022659,8023038,"-","RVBD3022A-RVBD3023c intergenic region_as",3381007,3381386
"12606",8023038,8024285,"-","RVBD3023c",3381386,3382633
"126061",8023038,8024285,"+","RVBD3023c_as",3381386,3382633
"3152",8024285,8024448,"+","RVBD3023c-RVBD3024c intergenic region",3382633,3382796
"31521",8024285,8024448,"-","RVBD3023c-RVBD3024c intergenic region_as",3382633,3382796
"12610",8024448,8025551,"-","RVBD3024c",3382796,3383899
"126101",8024448,8025551,"+","RVBD3024c_as",3382796,3383899
"12614",8025548,8026729,"-","RVBD3025c",3383896,3385077
"126141",8025548,8026729,"+","RVBD3025c_as",3383896,3385077
"31541",8026729,8026826,"+","RVBD3025c-RVBD3026c intergenic region",3385077,3385174
"315411",8026729,8026826,"-","RVBD3025c-RVBD3026c intergenic region_as",3385077,3385174
"12618",8026826,8027740,"-","RVBD3026c",3385174,3386088
"126181",8026826,8027740,"+","RVBD3026c_as",3385174,3386088
"12622",8027737,8028582,"-","RVBD3027c",3386085,3386930
"126221",8027737,8028582,"+","RVBD3027c_as",3386085,3386930
"3156",8028582,8028738,"+","RVBD3027c-RVBD3028c intergenic region",3386930,3387086
"31561",8028582,8028738,"-","RVBD3027c-RVBD3028c intergenic region_as",3386930,3387086
"12626",8028738,8029694,"-","RVBD3028c",3387086,3388042
"126261",8028738,8029694,"+","RVBD3028c_as",3387086,3388042
"3157",8029694,8029733,"+","RVBD3028c-RVBD3029c intergenic region",3388042,3388081
"31571",8029694,8029733,"-","RVBD3028c-RVBD3029c intergenic region_as",3388042,3388081
"12630",8029733,8030533,"-","RVBD3029c",3388081,3388881
"126301",8029733,8030533,"+","RVBD3029c_as",3388081,3388881
"31581",8030533,8030764,"+","RVBD3029c-RVBD3030 intergenic region",3388881,3389112
"315811",8030533,8030764,"-","RVBD3029c-RVBD3030 intergenic region_as",3388881,3389112
"12634",8030764,8031588,"+","RVBD3030",3389112,3389936
"126341",8030764,8031588,"-","RVBD3030_as",3389112,3389936
"12638",8031585,8033165,"+","RVBD3031",3389933,3391513
"126381",8031585,8033165,"-","RVBD3031_as",3389933,3391513
"3160",8033165,8033197,"+","RVBD3031-RVBD3032 intergenic region",3391513,3391545
"31601",8033165,8033197,"-","RVBD3031-RVBD3032 intergenic region_as",3391513,3391545
"12642",8033197,8034441,"+","RVBD3032",3391545,3392789
"126421",8033197,8034441,"-","RVBD3032_as",3391545,3392789
"3161",8034441,8034475,"+","RVBD3032-RVBD3032A intergenic region",3392789,3392823
"31611",8034441,8034475,"-","RVBD3032-RVBD3032A intergenic region_as",3392789,3392823
"12646",8034475,8034864,"+","RVBD3032A",3392823,3393212
"126461",8034475,8034864,"-","RVBD3032A_as",3392823,3393212
"31621",8034864,8035043,"+","RVBD3032A-RVBD3033 intergenic region",3393212,3393391
"316211",8034864,8035043,"-","RVBD3032A-RVBD3033 intergenic region_as",3393212,3393391
"12650",8035043,8035591,"+","RVBD3033",3393391,3393939
"126501",8035043,8035591,"-","RVBD3033_as",3393391,3393939
"3163",8035591,8035682,"+","RVBD3033-RVBD3034c intergenic region",3393939,3394030
"31631",8035591,8035682,"-","RVBD3033-RVBD3034c intergenic region_as",3393939,3394030
"12654",8035682,8036584,"-","RVBD3034c",3394030,3394932
"126541",8035682,8036584,"+","RVBD3034c_as",3394030,3394932
"3164",8036584,8037042,"+","RVBD3034c-RVBD3035 intergenic region",3394932,3395390
"31641",8036584,8037042,"-","RVBD3034c-RVBD3035 intergenic region_as",3394932,3395390
"12658",8037042,8038124,"+","RVBD3035",3395390,3396472
"126581",8037042,8038124,"-","RVBD3035_as",3395390,3396472
"12662",8038121,8038804,"-","RVBD3036c",3396469,3397152
"126621",8038121,8038804,"+","RVBD3036c_as",3396469,3397152
"31661",8038804,8038877,"+","RVBD3036c-RVBD3037c intergenic region",3397152,3397225
"316611",8038804,8038877,"-","RVBD3036c-RVBD3037c intergenic region_as",3397152,3397225
"12666",8038877,8039953,"-","RVBD3037c",3397225,3398301
"126661",8038877,8039953,"+","RVBD3037c_as",3397225,3398301
"3167",8039953,8040088,"+","RVBD3037c-RVBD3038c intergenic region",3398301,3398436
"31671",8039953,8040088,"-","RVBD3037c-RVBD3038c intergenic region_as",3398301,3398436
"12670",8040088,8041071,"-","RVBD3038c",3398436,3399419
"126701",8040088,8041071,"+","RVBD3038c_as",3398436,3399419
"3168",8041071,8041082,"+","RVBD3038c-RVBD3039c intergenic region",3399419,3399430
"31681",8041071,8041082,"-","RVBD3038c-RVBD3039c intergenic region_as",3399419,3399430
"12674",8041082,8041846,"-","RVBD3039c",3399430,3400194
"126741",8041082,8041846,"+","RVBD3039c_as",3399430,3400194
"3169",8041846,8041855,"+","RVBD3039c-RVBD3040c intergenic region",3400194,3400203
"31691",8041846,8041855,"-","RVBD3039c-RVBD3040c intergenic region_as",3400194,3400203
"12678",8041855,8042721,"-","RVBD3040c",3400203,3401069
"126781",8041855,8042721,"+","RVBD3040c_as",3400203,3401069
"12682",8042718,8043581,"-","RVBD3041c",3401066,3401929
"126821",8042718,8043581,"+","RVBD3041c_as",3401066,3401929
"3171",8043581,8043596,"+","RVBD3041c-RVBD3042c intergenic region",3401929,3401944
"31711",8043581,8043596,"-","RVBD3041c-RVBD3042c intergenic region_as",3401929,3401944
"12686",8043596,8044825,"-","RVBD3042c",3401944,3403173
"126861",8043596,8044825,"+","RVBD3042c_as",3401944,3403173
"3172",8044825,8044863,"+","RVBD3042c-RVBD3043c intergenic region",3403173,3403211
"31721",8044825,8044863,"-","RVBD3042c-RVBD3043c intergenic region_as",3403173,3403211
"12690",8044863,8046584,"-","RVBD3043c",3403211,3404932
"126901",8044863,8046584,"+","RVBD3043c_as",3403211,3404932
"3173",8046584,8046799,"+","RVBD3043c-RVBD3044 intergenic region",3404932,3405147
"31731",8046584,8046799,"-","RVBD3043c-RVBD3044 intergenic region_as",3404932,3405147
"12694",8046799,8047878,"+","RVBD3044",3405147,3406226
"126941",8046799,8047878,"-","RVBD3044_as",3405147,3406226
"31741",8047878,8047948,"+","RVBD3044-RVBD3045 intergenic region",3406226,3406296
"317411",8047878,8047948,"-","RVBD3044-RVBD3045 intergenic region_as",3406226,3406296
"12698",8047948,8048988,"+","RVBD3045",3406296,3407336
"126981",8047948,8048988,"-","RVBD3045_as",3406296,3407336
"12702",8048977,8049351,"-","RVBD3046c",3407325,3407699
"127021",8048977,8049351,"+","RVBD3046c_as",3407325,3407699
"3176",8049351,8049685,"+","RVBD3046c-RVBD3047c intergenic region",3407699,3408033
"31761",8049351,8049685,"-","RVBD3046c-RVBD3047c intergenic region_as",3407699,3408033
"12706",8049685,8049969,"-","RVBD3047c",3408033,3408317
"127061",8049685,8049969,"+","RVBD3047c_as",3408033,3408317
"3177",8049969,8050067,"+","RVBD3047c-RVBD3048c intergenic region",3408317,3408415
"31771",8049969,8050067,"-","RVBD3047c-RVBD3048c intergenic region_as",3408317,3408415
"12710",8050067,8051041,"-","RVBD3048c",3408415,3409389
"127101",8050067,8051041,"+","RVBD3048c_as",3408415,3409389
"31781",8051041,8051172,"+","RVBD3048c-RVBD3049c intergenic region",3409389,3409520
"317811",8051041,8051172,"-","RVBD3048c-RVBD3049c intergenic region_as",3409389,3409520
"12714",8051172,8052746,"-","RVBD3049c",3409520,3411094
"127141",8051172,8052746,"+","RVBD3049c_as",3409520,3411094
"3179",8052746,8052880,"+","RVBD3049c-RVBD3050c intergenic region",3411094,3411228
"31791",8052746,8052880,"-","RVBD3049c-RVBD3050c intergenic region_as",3411094,3411228
"12718",8052880,8053620,"-","RVBD3050c",3411228,3411968
"127181",8052880,8053620,"+","RVBD3050c_as",3411228,3411968
"3180",8053620,8053748,"+","RVBD3050c-RVBD3051c intergenic region",3411968,3412096
"31801",8053620,8053748,"-","RVBD3050c-RVBD3051c intergenic region_as",3411968,3412096
"12722",8053748,8055829,"-","RVBD3051c",3412096,3414177
"127221",8053748,8055829,"+","RVBD3051c_as",3412096,3414177
"3181",8055829,8055895,"+","RVBD3051c-RVBD3052c intergenic region",3414177,3414243
"31811",8055829,8055895,"-","RVBD3051c-RVBD3052c intergenic region_as",3414177,3414243
"12726",8055895,8056347,"-","RVBD3052c",3414243,3414695
"127261",8055895,8056347,"+","RVBD3052c_as",3414243,3414695
"31821",8056347,8056382,"+","RVBD3052c-RVBD3053c intergenic region",3414695,3414730
"318211",8056347,8056382,"-","RVBD3052c-RVBD3053c intergenic region_as",3414695,3414730
"12730",8056382,8056621,"-","RVBD3053c",3414730,3414969
"127301",8056382,8056621,"+","RVBD3053c_as",3414730,3414969
"3183",8056621,8057084,"+","RVBD3053c-RVBD3054c intergenic region",3414969,3415432
"31831",8056621,8057084,"-","RVBD3053c-RVBD3054c intergenic region_as",3414969,3415432
"12734",8057084,8057638,"-","RVBD3054c",3415432,3415986
"127341",8057084,8057638,"+","RVBD3054c_as",3415432,3415986
"3184",8057638,8057730,"+","RVBD3054c-RVBD3055 intergenic region",3415986,3416078
"31841",8057638,8057730,"-","RVBD3054c-RVBD3055 intergenic region_as",3415986,3416078
"12738",8057730,8058344,"+","RVBD3055",3416078,3416692
"127381",8057730,8058344,"-","RVBD3055_as",3416078,3416692
"3185",8058344,8058354,"+","RVBD3055-RVBD3056 intergenic region",3416692,3416702
"31851",8058344,8058354,"-","RVBD3055-RVBD3056 intergenic region_as",3416692,3416702
"12742",8058354,8059394,"+","RVBD3056",3416702,3417742
"127421",8058354,8059394,"-","RVBD3056_as",3416702,3417742
"31861",8059394,8059448,"+","RVBD3056-RVBD3057c intergenic region",3417742,3417796
"318611",8059394,8059448,"-","RVBD3056-RVBD3057c intergenic region_as",3417742,3417796
"12746",8059448,8060311,"-","RVBD3057c",3417796,3418659
"127461",8059448,8060311,"+","RVBD3057c_as",3417796,3418659
"3187",8060311,8060375,"+","RVBD3057c-RVBD3058c intergenic region",3418659,3418723
"31871",8060311,8060375,"-","RVBD3057c-RVBD3058c intergenic region_as",3418659,3418723
"12750",8060375,8061025,"-","RVBD3058c",3418723,3419373
"127501",8060375,8061025,"+","RVBD3058c_as",3418723,3419373
"3188",8061025,8061141,"+","RVBD3058c-RVBD3059 intergenic region",3419373,3419489
"31881",8061025,8061141,"-","RVBD3058c-RVBD3059 intergenic region_as",3419373,3419489
"12754",8061141,8062619,"+","RVBD3059",3419489,3420967
"127541",8061141,8062619,"-","RVBD3059_as",3419489,3420967
"3189",8062619,8063390,"+","RVBD3059-RVBD3060c intergenic region",3420967,3421738
"31891",8062619,8063390,"-","RVBD3059-RVBD3060c intergenic region_as",3420967,3421738
"12758",8063390,8064862,"-","RVBD3060c",3421738,3423210
"127581",8063390,8064862,"+","RVBD3060c_as",3421738,3423210
"31901",8064862,8064911,"+","RVBD3060c-RVBD3061c intergenic region",3423210,3423259
"319011",8064862,8064911,"-","RVBD3060c-RVBD3061c intergenic region_as",3423210,3423259
"12762",8064911,8067076,"-","RVBD3061c",3423259,3425424
"127621",8064911,8067076,"+","RVBD3061c_as",3423259,3425424
"3191",8067076,8067233,"+","RVBD3061c-RVBD3062 intergenic region",3425424,3425581
"31911",8067076,8067233,"-","RVBD3061c-RVBD3062 intergenic region_as",3425424,3425581
