"","start","end","strand","seqnames","unique_row_ID"
"15193",8584602,8585152,"-","H37Rv",14342
"7173",8585152,8585702,"+","H37Rv",14343
"15194",8585152,8585702,"-","H37Rv",14344
"7174",8585702,8586252,"+","H37Rv",14345
"15195",8585702,8586252,"-","H37Rv",14346
"7175",8586252,8586802,"+","H37Rv",14347
"15196",8586252,8586802,"-","H37Rv",14348
"7176",8586802,8587352,"+","H37Rv",14349
"15197",8586802,8587352,"-","H37Rv",14350
"7177",8587352,8587902,"+","H37Rv",14351
"15198",8587352,8587902,"-","H37Rv",14352
"7178",8587902,8588452,"+","H37Rv",14353
"15199",8587902,8588452,"-","H37Rv",14354
"7179",8588452,8589002,"+","H37Rv",14355
"15200",8588452,8589002,"-","H37Rv",14356
"7180",8589002,8589552,"+","H37Rv",14357
"15201",8589002,8589552,"-","H37Rv",14358
"7181",8589552,8590102,"+","H37Rv",14359
"15202",8589552,8590102,"-","H37Rv",14360
"7182",8590102,8590652,"+","H37Rv",14361
"15203",8590102,8590652,"-","H37Rv",14362
"7183",8590652,8591202,"+","H37Rv",14363
"15204",8590652,8591202,"-","H37Rv",14364
"7184",8591202,8591752,"+","H37Rv",14365
"15205",8591202,8591752,"-","H37Rv",14366
"7185",8591752,8592302,"+","H37Rv",14367
"15206",8591752,8592302,"-","H37Rv",14368
"7186",8592302,8592852,"+","H37Rv",14369
"15207",8592302,8592852,"-","H37Rv",14370
"7187",8592852,8593402,"+","H37Rv",14371
"15208",8592852,8593402,"-","H37Rv",14372
"7188",8593402,8593952,"+","H37Rv",14373
"15209",8593402,8593952,"-","H37Rv",14374
"7189",8593952,8594502,"+","H37Rv",14375
"15210",8593952,8594502,"-","H37Rv",14376
"7190",8594502,8595052,"+","H37Rv",14377
"15211",8594502,8595052,"-","H37Rv",14378
"7191",8595052,8595602,"+","H37Rv",14379
"15212",8595052,8595602,"-","H37Rv",14380
"7192",8595602,8596152,"+","H37Rv",14381
"15213",8595602,8596152,"-","H37Rv",14382
"7193",8596152,8596702,"+","H37Rv",14383
"15214",8596152,8596702,"-","H37Rv",14384
"7194",8596702,8597252,"+","H37Rv",14385
"15215",8596702,8597252,"-","H37Rv",14386
"7195",8597252,8597802,"+","H37Rv",14387
"15216",8597252,8597802,"-","H37Rv",14388
"7196",8597802,8598352,"+","H37Rv",14389
"15217",8597802,8598352,"-","H37Rv",14390
"7197",8598352,8598902,"+","H37Rv",14391
"15218",8598352,8598902,"-","H37Rv",14392
"7198",8598902,8599452,"+","H37Rv",14393
"15219",8598902,8599452,"-","H37Rv",14394
"7199",8599452,8600002,"+","H37Rv",14395
"15220",8599452,8600002,"-","H37Rv",14396
"7200",8600002,8600552,"+","H37Rv",14397
"15221",8600002,8600552,"-","H37Rv",14398
"7201",8600552,8601102,"+","H37Rv",14399
"15222",8600552,8601102,"-","H37Rv",14400
"7202",8601102,8601652,"+","H37Rv",14401
"15223",8601102,8601652,"-","H37Rv",14402
"7203",8601652,8602202,"+","H37Rv",14403
"15224",8601652,8602202,"-","H37Rv",14404
"7204",8602202,8602752,"+","H37Rv",14405
"15225",8602202,8602752,"-","H37Rv",14406
"7205",8602752,8603302,"+","H37Rv",14407
"15226",8602752,8603302,"-","H37Rv",14408
"7206",8603302,8603852,"+","H37Rv",14409
"15227",8603302,8603852,"-","H37Rv",14410
"7207",8603852,8604402,"+","H37Rv",14411
"15228",8603852,8604402,"-","H37Rv",14412
"7208",8604402,8604952,"+","H37Rv",14413
"15229",8604402,8604952,"-","H37Rv",14414
"7209",8604952,8605502,"+","H37Rv",14415
"15230",8604952,8605502,"-","H37Rv",14416
"7210",8605502,8606052,"+","H37Rv",14417
"15231",8605502,8606052,"-","H37Rv",14418
"7211",8606052,8606602,"+","H37Rv",14419
"15232",8606052,8606602,"-","H37Rv",14420
"7212",8606602,8607152,"+","H37Rv",14421
"15233",8606602,8607152,"-","H37Rv",14422
"7213",8607152,8607702,"+","H37Rv",14423
"15234",8607152,8607702,"-","H37Rv",14424
"7214",8607702,8608252,"+","H37Rv",14425
"15235",8607702,8608252,"-","H37Rv",14426
"7215",8608252,8608802,"+","H37Rv",14427
"15236",8608252,8608802,"-","H37Rv",14428
"7216",8608802,8609352,"+","H37Rv",14429
"15237",8608802,8609352,"-","H37Rv",14430
"7217",8609352,8609902,"+","H37Rv",14431
"15238",8609352,8609902,"-","H37Rv",14432
"7218",8609902,8610452,"+","H37Rv",14433
"15239",8609902,8610452,"-","H37Rv",14434
"7219",8610452,8611002,"+","H37Rv",14435
"15240",8610452,8611002,"-","H37Rv",14436
"7220",8611002,8611552,"+","H37Rv",14437
"15241",8611002,8611552,"-","H37Rv",14438
"7221",8611552,8612102,"+","H37Rv",14439
"15242",8611552,8612102,"-","H37Rv",14440
"7222",8612102,8612652,"+","H37Rv",14441
"15243",8612102,8612652,"-","H37Rv",14442
"7223",8612652,8613202,"+","H37Rv",14443
"15244",8612652,8613202,"-","H37Rv",14444
"7224",8613202,8613752,"+","H37Rv",14445
"15245",8613202,8613752,"-","H37Rv",14446
"7225",8613752,8614302,"+","H37Rv",14447
"15246",8613752,8614302,"-","H37Rv",14448
"7226",8614302,8614852,"+","H37Rv",14449
"15247",8614302,8614852,"-","H37Rv",14450
"7227",8614852,8615402,"+","H37Rv",14451
"15248",8614852,8615402,"-","H37Rv",14452
"7228",8615402,8615952,"+","H37Rv",14453
"15249",8615402,8615952,"-","H37Rv",14454
"7229",8615952,8616502,"+","H37Rv",14455
"15250",8615952,8616502,"-","H37Rv",14456
"7230",8616502,8617052,"+","H37Rv",14457
"15251",8616502,8617052,"-","H37Rv",14458
"7231",8617052,8617602,"+","H37Rv",14459
"15252",8617052,8617602,"-","H37Rv",14460
"7232",8617602,8618152,"+","H37Rv",14461
"15253",8617602,8618152,"-","H37Rv",14462
"7233",8618152,8618702,"+","H37Rv",14463
"15254",8618152,8618702,"-","H37Rv",14464
"7234",8618702,8619252,"+","H37Rv",14465
"15255",8618702,8619252,"-","H37Rv",14466
"7235",8619252,8619802,"+","H37Rv",14467
"15256",8619252,8619802,"-","H37Rv",14468
"7236",8619802,8620352,"+","H37Rv",14469
"15257",8619802,8620352,"-","H37Rv",14470
"7237",8620352,8620902,"+","H37Rv",14471
"15258",8620352,8620902,"-","H37Rv",14472
"7238",8620902,8621452,"+","H37Rv",14473
"15259",8620902,8621452,"-","H37Rv",14474
"7239",8621452,8622002,"+","H37Rv",14475
"15260",8621452,8622002,"-","H37Rv",14476
"7240",8622002,8622552,"+","H37Rv",14477
"15261",8622002,8622552,"-","H37Rv",14478
"7241",8622552,8623102,"+","H37Rv",14479
"15262",8622552,8623102,"-","H37Rv",14480
"7242",8623102,8623652,"+","H37Rv",14481
"15263",8623102,8623652,"-","H37Rv",14482
"7243",8623652,8624202,"+","H37Rv",14483
"15264",8623652,8624202,"-","H37Rv",14484
"7244",8624202,8624752,"+","H37Rv",14485
"15265",8624202,8624752,"-","H37Rv",14486
"7245",8624752,8625302,"+","H37Rv",14487
"15266",8624752,8625302,"-","H37Rv",14488
"7246",8625302,8625852,"+","H37Rv",14489
"15267",8625302,8625852,"-","H37Rv",14490
"7247",8625852,8626402,"+","H37Rv",14491
"15268",8625852,8626402,"-","H37Rv",14492
"7248",8626402,8626952,"+","H37Rv",14493
"15269",8626402,8626952,"-","H37Rv",14494
"7249",8626952,8627502,"+","H37Rv",14495
"15270",8626952,8627502,"-","H37Rv",14496
"7250",8627502,8628052,"+","H37Rv",14497
"15271",8627502,8628052,"-","H37Rv",14498
"7251",8628052,8628602,"+","H37Rv",14499
"15272",8628052,8628602,"-","H37Rv",14500
"7252",8628602,8629152,"+","H37Rv",14501
"15273",8628602,8629152,"-","H37Rv",14502
"7253",8629152,8629702,"+","H37Rv",14503
"15274",8629152,8629702,"-","H37Rv",14504
"7254",8629702,8630252,"+","H37Rv",14505
"15275",8629702,8630252,"-","H37Rv",14506
"7255",8630252,8630802,"+","H37Rv",14507
"15276",8630252,8630802,"-","H37Rv",14508
"7256",8630802,8631352,"+","H37Rv",14509
"15277",8630802,8631352,"-","H37Rv",14510
"7257",8631352,8631902,"+","H37Rv",14511
"15278",8631352,8631902,"-","H37Rv",14512
"7258",8631902,8632452,"+","H37Rv",14513
"15279",8631902,8632452,"-","H37Rv",14514
"7259",8632452,8633002,"+","H37Rv",14515
"15280",8632452,8633002,"-","H37Rv",14516
"7260",8633002,8633552,"+","H37Rv",14517
"15281",8633002,8633552,"-","H37Rv",14518
"7261",8633552,8634102,"+","H37Rv",14519
"15282",8633552,8634102,"-","H37Rv",14520
"7262",8634102,8634652,"+","H37Rv",14521
"15283",8634102,8634652,"-","H37Rv",14522
"7263",8634652,8635202,"+","H37Rv",14523
"15284",8634652,8635202,"-","H37Rv",14524
"7264",8635202,8635752,"+","H37Rv",14525
"15285",8635202,8635752,"-","H37Rv",14526
"7265",8635752,8636302,"+","H37Rv",14527
"15286",8635752,8636302,"-","H37Rv",14528
"7266",8636302,8636852,"+","H37Rv",14529
"15287",8636302,8636852,"-","H37Rv",14530
"7267",8636852,8637402,"+","H37Rv",14531
"15288",8636852,8637402,"-","H37Rv",14532
"7268",8637402,8637952,"+","H37Rv",14533
"15289",8637402,8637952,"-","H37Rv",14534
"7269",8637952,8638502,"+","H37Rv",14535
"15290",8637952,8638502,"-","H37Rv",14536
"7270",8638502,8639052,"+","H37Rv",14537
"15291",8638502,8639052,"-","H37Rv",14538
"7271",8639052,8639602,"+","H37Rv",14539
"15292",8639052,8639602,"-","H37Rv",14540
"7272",8639602,8640152,"+","H37Rv",14541
"15293",8639602,8640152,"-","H37Rv",14542
"7273",8640152,8640702,"+","H37Rv",14543
"15294",8640152,8640702,"-","H37Rv",14544
"7274",8640702,8641252,"+","H37Rv",14545
"15295",8640702,8641252,"-","H37Rv",14546
"7275",8641252,8641802,"+","H37Rv",14547
"15296",8641252,8641802,"-","H37Rv",14548
"7276",8641802,8642352,"+","H37Rv",14549
"15297",8641802,8642352,"-","H37Rv",14550
"7277",8642352,8642902,"+","H37Rv",14551
"15298",8642352,8642902,"-","H37Rv",14552
"7278",8642902,8643452,"+","H37Rv",14553
"15299",8642902,8643452,"-","H37Rv",14554
"7279",8643452,8644002,"+","H37Rv",14555
"15300",8643452,8644002,"-","H37Rv",14556
"7280",8644002,8644552,"+","H37Rv",14557
"15301",8644002,8644552,"-","H37Rv",14558
"7281",8644552,8645102,"+","H37Rv",14559
"15302",8644552,8645102,"-","H37Rv",14560
"7282",8645102,8645652,"+","H37Rv",14561
"15303",8645102,8645652,"-","H37Rv",14562
"7283",8645652,8646202,"+","H37Rv",14563
"15304",8645652,8646202,"-","H37Rv",14564
"7284",8646202,8646752,"+","H37Rv",14565
"15305",8646202,8646752,"-","H37Rv",14566
"7285",8646752,8647302,"+","H37Rv",14567
"15306",8646752,8647302,"-","H37Rv",14568
"7286",8647302,8647852,"+","H37Rv",14569
"15307",8647302,8647852,"-","H37Rv",14570
"7287",8647852,8648402,"+","H37Rv",14571
"15308",8647852,8648402,"-","H37Rv",14572
"7288",8648402,8648952,"+","H37Rv",14573
"15309",8648402,8648952,"-","H37Rv",14574
"7289",8648952,8649502,"+","H37Rv",14575
"15310",8648952,8649502,"-","H37Rv",14576
"7290",8649502,8650052,"+","H37Rv",14577
"15311",8649502,8650052,"-","H37Rv",14578
"7291",8650052,8650602,"+","H37Rv",14579
"15312",8650052,8650602,"-","H37Rv",14580
"7292",8650602,8651152,"+","H37Rv",14581
"15313",8650602,8651152,"-","H37Rv",14582
"7293",8651152,8651702,"+","H37Rv",14583
"15314",8651152,8651702,"-","H37Rv",14584
"7294",8651702,8652252,"+","H37Rv",14585
"15315",8651702,8652252,"-","H37Rv",14586
"7295",8652252,8652802,"+","H37Rv",14587
"15316",8652252,8652802,"-","H37Rv",14588
"7296",8652802,8653352,"+","H37Rv",14589
"15317",8652802,8653352,"-","H37Rv",14590
"7297",8653352,8653902,"+","H37Rv",14591
"15318",8653352,8653902,"-","H37Rv",14592
"7298",8653902,8654452,"+","H37Rv",14593
"15319",8653902,8654452,"-","H37Rv",14594
"7299",8654452,8655002,"+","H37Rv",14595
"15320",8654452,8655002,"-","H37Rv",14596
"7300",8655002,8655552,"+","H37Rv",14597
"15321",8655002,8655552,"-","H37Rv",14598
"7301",8655552,8656102,"+","H37Rv",14599
"15322",8655552,8656102,"-","H37Rv",14600
"7302",8656102,8656652,"+","H37Rv",14601
"15323",8656102,8656652,"-","H37Rv",14602
"7303",8656652,8657202,"+","H37Rv",14603
"15324",8656652,8657202,"-","H37Rv",14604
"7304",8657202,8657752,"+","H37Rv",14605
"15325",8657202,8657752,"-","H37Rv",14606
"7305",8657752,8658302,"+","H37Rv",14607
"15326",8657752,8658302,"-","H37Rv",14608
"7306",8658302,8658852,"+","H37Rv",14609
"15327",8658302,8658852,"-","H37Rv",14610
"7307",8658852,8659402,"+","H37Rv",14611
"15328",8658852,8659402,"-","H37Rv",14612
"7308",8659402,8659952,"+","H37Rv",14613
"15329",8659402,8659952,"-","H37Rv",14614
"7309",8659952,8660502,"+","H37Rv",14615
"15330",8659952,8660502,"-","H37Rv",14616
"7310",8660502,8661052,"+","H37Rv",14617
"15331",8660502,8661052,"-","H37Rv",14618
"7311",8661052,8661602,"+","H37Rv",14619
"15332",8661052,8661602,"-","H37Rv",14620
"7312",8661602,8662152,"+","H37Rv",14621
"15333",8661602,8662152,"-","H37Rv",14622
"7313",8662152,8662702,"+","H37Rv",14623
"15334",8662152,8662702,"-","H37Rv",14624
"7314",8662702,8663252,"+","H37Rv",14625
"15335",8662702,8663252,"-","H37Rv",14626
"7315",8663252,8663802,"+","H37Rv",14627
"15336",8663252,8663802,"-","H37Rv",14628
"7316",8663802,8664352,"+","H37Rv",14629
"15337",8663802,8664352,"-","H37Rv",14630
"7317",8664352,8664902,"+","H37Rv",14631
"15338",8664352,8664902,"-","H37Rv",14632
"7318",8664902,8665452,"+","H37Rv",14633
"15339",8664902,8665452,"-","H37Rv",14634
"7319",8665452,8666002,"+","H37Rv",14635
"15340",8665452,8666002,"-","H37Rv",14636
"7320",8666002,8666552,"+","H37Rv",14637
"15341",8666002,8666552,"-","H37Rv",14638
"7321",8666552,8667102,"+","H37Rv",14639
"15342",8666552,8667102,"-","H37Rv",14640
"7322",8667102,8667652,"+","H37Rv",14641
"15343",8667102,8667652,"-","H37Rv",14642
"7323",8667652,8668202,"+","H37Rv",14643
"15344",8667652,8668202,"-","H37Rv",14644
"7324",8668202,8668752,"+","H37Rv",14645
"15345",8668202,8668752,"-","H37Rv",14646
"7325",8668752,8669302,"+","H37Rv",14647
"15346",8668752,8669302,"-","H37Rv",14648
"7326",8669302,8669852,"+","H37Rv",14649
"15347",8669302,8669852,"-","H37Rv",14650
"7327",8669852,8670402,"+","H37Rv",14651
"15348",8669852,8670402,"-","H37Rv",14652
"7328",8670402,8670952,"+","H37Rv",14653
"15349",8670402,8670952,"-","H37Rv",14654
"7329",8670952,8671502,"+","H37Rv",14655
"15350",8670952,8671502,"-","H37Rv",14656
"7330",8671502,8672052,"+","H37Rv",14657
"15351",8671502,8672052,"-","H37Rv",14658
"7331",8672052,8672602,"+","H37Rv",14659
"15352",8672052,8672602,"-","H37Rv",14660
"7332",8672602,8673152,"+","H37Rv",14661
"15353",8672602,8673152,"-","H37Rv",14662
"7333",8673152,8673702,"+","H37Rv",14663
"15354",8673152,8673702,"-","H37Rv",14664
"7334",8673702,8674252,"+","H37Rv",14665
"15355",8673702,8674252,"-","H37Rv",14666
"7335",8674252,8674802,"+","H37Rv",14667
"15356",8674252,8674802,"-","H37Rv",14668
"7336",8674802,8675352,"+","H37Rv",14669
"15357",8674802,8675352,"-","H37Rv",14670
"7337",8675352,8675902,"+","H37Rv",14671
"15358",8675352,8675902,"-","H37Rv",14672
"7338",8675902,8676452,"+","H37Rv",14673
"15359",8675902,8676452,"-","H37Rv",14674
"7339",8676452,8677002,"+","H37Rv",14675
"15360",8676452,8677002,"-","H37Rv",14676
"7340",8677002,8677552,"+","H37Rv",14677
"15361",8677002,8677552,"-","H37Rv",14678
"7341",8677552,8678102,"+","H37Rv",14679
"15362",8677552,8678102,"-","H37Rv",14680
"7342",8678102,8678652,"+","H37Rv",14681
"15363",8678102,8678652,"-","H37Rv",14682
"7343",8678652,8679202,"+","H37Rv",14683
"15364",8678652,8679202,"-","H37Rv",14684
"7344",8679202,8679752,"+","H37Rv",14685
"15365",8679202,8679752,"-","H37Rv",14686
"7345",8679752,8680302,"+","H37Rv",14687
"15366",8679752,8680302,"-","H37Rv",14688
"7346",8680302,8680852,"+","H37Rv",14689
"15367",8680302,8680852,"-","H37Rv",14690
"7347",8680852,8681402,"+","H37Rv",14691
"15368",8680852,8681402,"-","H37Rv",14692
"7348",8681402,8681952,"+","H37Rv",14693
"15369",8681402,8681952,"-","H37Rv",14694
"7349",8681952,8682502,"+","H37Rv",14695
"15370",8681952,8682502,"-","H37Rv",14696
"7350",8682502,8683052,"+","H37Rv",14697
"15371",8682502,8683052,"-","H37Rv",14698
"7351",8683052,8683602,"+","H37Rv",14699
"15372",8683052,8683602,"-","H37Rv",14700
"7352",8683602,8684152,"+","H37Rv",14701
"15373",8683602,8684152,"-","H37Rv",14702
"7353",8684152,8684702,"+","H37Rv",14703
"15374",8684152,8684702,"-","H37Rv",14704
"7354",8684702,8685252,"+","H37Rv",14705
"15375",8684702,8685252,"-","H37Rv",14706
"7355",8685252,8685802,"+","H37Rv",14707
"15376",8685252,8685802,"-","H37Rv",14708
"7356",8685802,8686352,"+","H37Rv",14709
"15377",8685802,8686352,"-","H37Rv",14710
"7357",8686352,8686902,"+","H37Rv",14711
"15378",8686352,8686902,"-","H37Rv",14712
"7358",8686902,8687452,"+","H37Rv",14713
"15379",8686902,8687452,"-","H37Rv",14714
"7359",8687452,8688002,"+","H37Rv",14715
"15380",8687452,8688002,"-","H37Rv",14716
"7360",8688002,8688552,"+","H37Rv",14717
"15381",8688002,8688552,"-","H37Rv",14718
"7361",8688552,8689102,"+","H37Rv",14719
"15382",8688552,8689102,"-","H37Rv",14720
"7362",8689102,8689652,"+","H37Rv",14721
"15383",8689102,8689652,"-","H37Rv",14722
"7363",8689652,8690202,"+","H37Rv",14723
"15384",8689652,8690202,"-","H37Rv",14724
"7364",8690202,8690752,"+","H37Rv",14725
"15385",8690202,8690752,"-","H37Rv",14726
"7365",8690752,8691302,"+","H37Rv",14727
"15386",8690752,8691302,"-","H37Rv",14728
"7366",8691302,8691852,"+","H37Rv",14729
"15387",8691302,8691852,"-","H37Rv",14730
"7367",8691852,8692402,"+","H37Rv",14731
"15388",8691852,8692402,"-","H37Rv",14732
"7368",8692402,8692952,"+","H37Rv",14733
"15389",8692402,8692952,"-","H37Rv",14734
"7369",8692952,8693502,"+","H37Rv",14735
"15390",8692952,8693502,"-","H37Rv",14736
"7370",8693502,8694052,"+","H37Rv",14737
"15391",8693502,8694052,"-","H37Rv",14738
"7371",8694052,8694602,"+","H37Rv",14739
"15392",8694052,8694602,"-","H37Rv",14740
"7372",8694602,8695152,"+","H37Rv",14741
"15393",8694602,8695152,"-","H37Rv",14742
"7373",8695152,8695702,"+","H37Rv",14743
"15394",8695152,8695702,"-","H37Rv",14744
"7374",8695702,8696252,"+","H37Rv",14745
"15395",8695702,8696252,"-","H37Rv",14746
"7375",8696252,8696802,"+","H37Rv",14747
"15396",8696252,8696802,"-","H37Rv",14748
"7376",8696802,8697352,"+","H37Rv",14749
"15397",8696802,8697352,"-","H37Rv",14750
"7377",8697352,8697902,"+","H37Rv",14751
"15398",8697352,8697902,"-","H37Rv",14752
"7378",8697902,8698452,"+","H37Rv",14753
"15399",8697902,8698452,"-","H37Rv",14754
"7379",8698452,8699002,"+","H37Rv",14755
"15400",8698452,8699002,"-","H37Rv",14756
"7380",8699002,8699552,"+","H37Rv",14757
"15401",8699002,8699552,"-","H37Rv",14758
"7381",8699552,8700102,"+","H37Rv",14759
"15402",8699552,8700102,"-","H37Rv",14760
"7382",8700102,8700652,"+","H37Rv",14761
"15403",8700102,8700652,"-","H37Rv",14762
"7383",8700652,8701202,"+","H37Rv",14763
"15404",8700652,8701202,"-","H37Rv",14764
"7384",8701202,8701752,"+","H37Rv",14765
"15405",8701202,8701752,"-","H37Rv",14766
"7385",8701752,8702302,"+","H37Rv",14767
"15406",8701752,8702302,"-","H37Rv",14768
"7386",8702302,8702852,"+","H37Rv",14769
"15407",8702302,8702852,"-","H37Rv",14770
"7387",8702852,8703402,"+","H37Rv",14771
"15408",8702852,8703402,"-","H37Rv",14772
"7388",8703402,8703952,"+","H37Rv",14773
"15409",8703402,8703952,"-","H37Rv",14774
"7389",8703952,8704502,"+","H37Rv",14775
"15410",8703952,8704502,"-","H37Rv",14776
"7390",8704502,8705052,"+","H37Rv",14777
"15411",8704502,8705052,"-","H37Rv",14778
"7391",8705052,8705602,"+","H37Rv",14779
"15412",8705052,8705602,"-","H37Rv",14780
"7392",8705602,8706152,"+","H37Rv",14781
"15413",8705602,8706152,"-","H37Rv",14782
"7393",8706152,8706702,"+","H37Rv",14783
"15414",8706152,8706702,"-","H37Rv",14784
"7394",8706702,8707252,"+","H37Rv",14785
"15415",8706702,8707252,"-","H37Rv",14786
"7395",8707252,8707802,"+","H37Rv",14787
"15416",8707252,8707802,"-","H37Rv",14788
"7396",8707802,8708352,"+","H37Rv",14789
"15417",8707802,8708352,"-","H37Rv",14790
"7397",8708352,8708902,"+","H37Rv",14791
"15418",8708352,8708902,"-","H37Rv",14792
"7398",8708902,8709452,"+","H37Rv",14793
"15419",8708902,8709452,"-","H37Rv",14794
"7399",8709452,8710002,"+","H37Rv",14795
"15420",8709452,8710002,"-","H37Rv",14796
"7400",8710002,8710552,"+","H37Rv",14797
"15421",8710002,8710552,"-","H37Rv",14798
"7401",8710552,8711102,"+","H37Rv",14799
"15422",8710552,8711102,"-","H37Rv",14800
"7402",8711102,8711652,"+","H37Rv",14801
"15423",8711102,8711652,"-","H37Rv",14802
"7403",8711652,8712202,"+","H37Rv",14803
"15424",8711652,8712202,"-","H37Rv",14804
"7404",8712202,8712752,"+","H37Rv",14805
"15425",8712202,8712752,"-","H37Rv",14806
"7405",8712752,8713302,"+","H37Rv",14807
"15426",8712752,8713302,"-","H37Rv",14808
"7406",8713302,8713852,"+","H37Rv",14809
"15427",8713302,8713852,"-","H37Rv",14810
"7407",8713852,8714402,"+","H37Rv",14811
"15428",8713852,8714402,"-","H37Rv",14812
"7408",8714402,8714952,"+","H37Rv",14813
"15429",8714402,8714952,"-","H37Rv",14814
"7409",8714952,8715502,"+","H37Rv",14815
"15430",8714952,8715502,"-","H37Rv",14816
"7410",8715502,8716052,"+","H37Rv",14817
"15431",8715502,8716052,"-","H37Rv",14818
"7411",8716052,8716602,"+","H37Rv",14819
"15432",8716052,8716602,"-","H37Rv",14820
"7412",8716602,8717152,"+","H37Rv",14821
"15433",8716602,8717152,"-","H37Rv",14822
"7413",8717152,8717702,"+","H37Rv",14823
"15434",8717152,8717702,"-","H37Rv",14824
"7414",8717702,8718252,"+","H37Rv",14825
"15435",8717702,8718252,"-","H37Rv",14826
"7415",8718252,8718802,"+","H37Rv",14827
"15436",8718252,8718802,"-","H37Rv",14828
"7416",8718802,8719352,"+","H37Rv",14829
"15437",8718802,8719352,"-","H37Rv",14830
"7417",8719352,8719902,"+","H37Rv",14831
"15438",8719352,8719902,"-","H37Rv",14832
"7418",8719902,8720452,"+","H37Rv",14833
"15439",8719902,8720452,"-","H37Rv",14834
"7419",8720452,8721002,"+","H37Rv",14835
"15440",8720452,8721002,"-","H37Rv",14836
"7420",8721002,8721552,"+","H37Rv",14837
"15441",8721002,8721552,"-","H37Rv",14838
"7421",8721552,8722102,"+","H37Rv",14839
"15442",8721552,8722102,"-","H37Rv",14840
"7422",8722102,8722652,"+","H37Rv",14841
"15443",8722102,8722652,"-","H37Rv",14842
"7423",8722652,8723202,"+","H37Rv",14843
"15444",8722652,8723202,"-","H37Rv",14844
