Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
3062391,,11,1195.7,108.7,,Rv2748c,,,,,,,NE
3062411,,2,88.7,44.4,,Rv2748c,,,,,,,NE
3062451,,13,1527,117.5,,Rv2748c,,,,,,,NE
3062629,,14,3543.3,253.1,,Rv2749,,,,,,,NE
3062703,,3,47.3,15.8,,Rv2749,,,,,,,NE
3062733,,5,698,139.6,,Rv2749,,,,,,,NE
3062970,,7,1021.5,145.9,,Rv2750,,,,,,,NE
3063143,TRUE,1,20.8,20.8,,Rv2750,,,,,,,NE
3063185,TRUE,5,434.5,86.9,,Rv2750,,,,,,,NE
3063220,,13,3716.2,285.9,,Rv2750,,,,,,,NE
3063333,,7,478.3,68.3,,Rv2750,,,,,,,NE
3063375,,8,2808.9,351.1,,Rv2750,,,,,,,NE
3063410,,5,315.4,63.1,,Rv2750,,,,,,,NE
3063418,,10,823,82.3,,Rv2750,,,,,,,NE
3063437,,2,69.3,34.7,,Rv2750,,,,,,,NE
3063475,TRUE,2,33.5,16.8,,Rv2750,,,,,,,NE
3063512,TRUE,3,57.6,19.2,,Rv2750,,,,,,,NE
3063591,,11,840.9,76.4,,Rv2750,,,,,,,NE
3063642,,11,1375.3,125,,Rv2750,,,,,,,NE
3063820,,9,403.1,44.8,,Rv2751,,,,,,,NE
3063827,,7,273.4,39.1,,Rv2751,,,,,,,NE
3063856,,7,592.4,84.6,,Rv2751,,,,,,,NE
3063878,,8,388.8,48.6,,Rv2751,,,,,,,NE
3063966,,5,586.5,117.3,,Rv2751,,,,,,,NE
3063997,,3,63.6,21.2,,Rv2751,,,,,,,NE
3064140,TRUE,7,189.5,27.1,,Rv2751,,,,,,,NE
3064145,,4,164.5,41.1,,Rv2751,,,,,,,NE
3064152,,4,150.1,37.5,,Rv2751,,,,,,,NE
3064188,,9,1385.7,154,,Rv2751,,,,,,,NE
3064228,,13,1180.7,90.8,,Rv2751,,,,,,,NE
3064258,,12,1371.2,114.3,,Rv2751,,,,,,,NE
3064266,,14,3108.7,222.1,,Rv2751,,,,,,,NE
3064302,,1,23,23,,Rv2751,,,,,,,NE
3064307,TRUE,1,5,5,,Rv2751,,,,,,,NE
3064318,,12,1133.7,94.5,,Rv2751,,,,,,,NE
3064320,,11,1229.4,111.8,,Rv2751,,,,,,,NE
3064363,,7,224.7,32.1,,Rv2751,,,,,,,NE
3064378,,9,557.9,62,,Rv2751,,,,,,,NE
3064398,,9,657.8,73.1,,Rv2751,,,,,,,NE
3064449,,9,1115.5,123.9,,Rv2751,,,,,,,NE
3064503,,6,1138.7,189.8,,Rv2751,,,,,,,NE
3064526,,10,1377,137.7,,"Rv2751,Rv2752c",,,,,,,NE
3064568,,11,565.1,51.4,,Rv2752c,,,,,,,NE
3064726,,10,679.6,68,,Rv2752c,,,,,,,NE
3064824,,2,64.2,32.1,TRUE,Rv2752c,,,,,,,NE
3064890,,4,302.2,75.5,TRUE,Rv2752c,,,,,,,NE
3064957,,1,84.9,84.9,TRUE,Rv2752c,,,,,,,NE
3064965,,1,6.9,6.9,TRUE,Rv2752c,,,,,,,NE
3065048,,6,82.9,13.8,TRUE,Rv2752c,,,,,,,NE
3065072,,4,102,25.5,TRUE,Rv2752c,,,,,,,NE
3065365,,9,643.6,71.5,TRUE,Rv2752c,,,,,,,NE
3065467,,5,233.9,46.8,TRUE,Rv2752c,,,,,,,NE
3065500,,10,321.4,32.1,TRUE,Rv2752c,,,,,,,NE
3065647,,1,2.2,2.2,TRUE,Rv2752c,,,,,,,NE
3065724,,4,45.2,11.3,TRUE,Rv2752c,,,,,,,NE
3065726,,14,1265,90.4,,Rv2752c,,,,,,,NE
3065774,,13,622,47.8,,Rv2752c,,,,,,,NE
3065839,,11,626.1,56.9,,Rv2752c,,,,,,,NE
3065846,,3,26.6,8.9,,Rv2752c,,,,,,,NE
3066075,,4,38.4,9.6,,Rv2752c,,,,,,,NE
3066193,,12,793.5,66.1,,Rv2752c,,,,,,,NE
3066228,,13,1028.4,79.1,,,,,,,,,NE
3066435,TRUE,0,0,0,TRUE,Rv2753c,,,,,,,ES
3066560,,0,0,0,TRUE,Rv2753c,,,,,,,ES
3066563,,1,6,6,TRUE,Rv2753c,,,,,,,ES
3066707,,1,8.4,8.4,TRUE,Rv2753c,,,,,,,ES
3066785,,0,0,0,TRUE,Rv2753c,,,,,,,ES
3066788,,0,0,0,TRUE,Rv2753c,,,,,,,ES
3066866,,0,0,0,TRUE,Rv2753c,,,,,,,ES
3066885,,0,0,0,TRUE,Rv2753c,,,,,,,ES
3067065,,0,0,0,TRUE,Rv2753c,,,,,,PROM-1720,ES
3067099,,0,0,0,TRUE,Rv2753c,,,,,,PROM-1720,ES
3067147,,7,412,58.9,TRUE,,,,,,,PROM-1720,NE
3067159,,4,106.3,26.6,TRUE,,,,,,,PROM-1720,NE
3067390,,0,0,0,TRUE,Rv2754c,,,,,,,ES
3067528,,0,0,0,TRUE,Rv2754c,,,,,,,ES
3067629,,0,0,0,TRUE,Rv2754c,,,,,,,ES
3067633,,1,8.4,8.4,TRUE,Rv2754c,,,,,,,ES
3067654,,1,8.4,8.4,TRUE,Rv2754c,,,,,,,ES
3067714,,1,2.2,2.2,TRUE,Rv2754c,,,,,,,ES
3067737,,0,0,0,TRUE,Rv2754c,,,,,,,ES
3067777,,1,2.2,2.2,TRUE,Rv2754c,,,,,,,ES
3067825,,0,0,0,TRUE,Rv2754c,,,,,,,ES
3067967,,7,650.4,92.9,,,,,,,,PROM-1695,NE
3067983,,8,235.5,29.4,,,,,,,,PROM-1695,NE
3068079,,12,808.1,67.3,,,,,,,,,NE
3068091,,10,1076.4,107.6,,,,,,,,,NE
3068196,,12,1131.4,94.3,,,,,,,,,NE
3068200,,10,640.7,64.1,,Rv2755c,,,,,,,NE
3068235,,11,420.7,38.2,,Rv2755c,,,,,,,NE
3068282,,5,135.5,27.1,,Rv2755c,,,,,,,NE
3068313,,7,511.1,73,,Rv2755c,,,,,,,NE
3068329,,11,3759.2,341.7,,Rv2755c,,,,,,,NE
3068348,,7,814.2,116.3,,Rv2755c,,,,,,,NE
3068372,,5,43.3,8.7,TRUE,Rv2755c,,,,,,,NE
3068379,,9,173.5,19.3,TRUE,Rv2755c,,,,,,,NE
3068476,,8,421.7,52.7,TRUE,Rv2756c,,,,,,,NE
3068605,,1,13.8,13.8,TRUE,Rv2756c,,,,,,,NE
3068613,,4,125.8,31.5,TRUE,Rv2756c,,,,,,,NE
3068634,,0,0,0,TRUE,Rv2756c,,,,,,,NE
3068671,,3,50.8,16.9,TRUE,Rv2756c,,,,,,,NE
3068694,,5,439.4,87.9,,Rv2756c,,,,,,,NE
3068698,,5,491,98.2,,Rv2756c,,,,,,,NE
3068746,,4,981.2,245.3,,Rv2756c,,,,,,,NE
3068801,,7,304.9,43.6,,Rv2756c,,,,,,,NE
3068854,,2,23.2,11.6,,Rv2756c,,,,,,,NE
3068866,,9,522.3,58,,Rv2756c,,,,,,,NE
3068939,TRUE,2,126.8,63.4,,Rv2756c,,,,,,,NE
3068989,,2,7.2,3.6,,Rv2756c,,,,,,,NE
3069069,,4,966.6,241.7,,Rv2756c,,,,,,,NE
3069093,,7,473.4,67.6,,Rv2756c,,,,,,,NE
3069103,,3,495.7,165.2,,Rv2756c,,,,,,,NE
3069192,,7,579.4,82.8,,Rv2756c,,,,,,,NE
3069232,,11,615.1,55.9,,Rv2756c,,,,,,,NE
3069330,,10,687.3,68.7,,Rv2756c,,,,,,,NE
3069366,,11,1474.9,134.1,,Rv2756c,,,,,,,NE
3069420,,13,1536.8,118.2,,Rv2756c,,,,,,,NE
3069481,,1,1,1,,Rv2756c,,,,,,,NE
3069534,,8,278,34.7,,Rv2756c,,,,,,,NE
3069540,,3,163.6,54.5,,Rv2756c,,,,,,,NE
3069601,,12,1227.6,102.3,,Rv2756c,,,,,,,NE
3069605,,9,1421.8,158,,Rv2756c,,,,,,,NE
3069652,,9,989.7,110,,Rv2756c,,,,,,,NE
3069654,,8,583.5,72.9,,Rv2756c,,,,,,,NE
3069698,,0,0,0,TRUE,Rv2756c,,,,,,,NE
3069821,,0,0,0,TRUE,Rv2756c,,,,,,,NE
3069828,,1,152.8,152.8,TRUE,Rv2756c,,,,,,,NE
3069837,,5,131.2,26.2,TRUE,Rv2756c,,,,,,,NE
3069866,,4,142.5,35.6,TRUE,Rv2756c,,,,,,,NE
3069930,,2,13.1,6.5,TRUE,Rv2756c,,,,,,,NE
3069945,,10,1121.3,112.1,,Rv2756c,,,,,,,NE
3069949,,13,4799.8,369.2,,Rv2756c,,,,,,,NE
3069981,,8,2283.2,285.4,,Rv2756c,,,,,,,NE
3070108,,3,103.5,34.5,,,,,,,,,NE
3070256,,4,344.2,86.1,,Rv2757c,,,,,,,NE
3070270,,6,321.5,53.6,,Rv2757c,,,,,,,NE
3070400,,4,258.2,64.5,,Rv2757c,,,,,,,NE
3070421,,6,358.2,59.7,,Rv2757c,,,,,,,NE
3070482,,1,55.4,55.4,,Rv2757c,,,,,,,NE
3070501,,5,230.6,46.1,,Rv2757c,,,,,,,NE
3070559,,1,105,105,,Rv2757c,,,,,,,NE
3070583,,8,464,58,,Rv2757c,,,,,,,NE
3070757,,9,274,30.4,,Rv2758c,,,,,,,NE
3070833,,8,741.4,92.7,,Rv2758c,,,,,,,NE
3070836,,6,382.1,63.7,,Rv2758c,,,,,,,NE
3070839,,4,318.5,79.6,,Rv2758c,,,,,,,NE
3070846,,1,3.3,3.3,,Rv2758c,,,,,,,NE
3070859,,6,575.7,95.9,,Rv2758c,,,,,,,NE
3070861,,2,31.7,15.8,,,,,,,,,NE
3070870,,5,660.4,132.1,,,,,,,,,NE
3070905,TRUE,0,0,0,,Rv2759c,,,,,,,NE
3070911,,11,1367.7,124.3,,Rv2759c,,,,,,,NE
3070970,,14,3903.3,278.8,,Rv2759c,,,,,,,NE
3070976,,14,5572.1,398,,Rv2759c,,,,,,,NE
3071024,,8,598.2,74.8,,Rv2759c,,,,,,,NE
3071033,,4,299,74.7,,Rv2759c,,,,,,,NE
3071090,,6,243.5,40.6,,Rv2759c,,,,,,,NE
3071168,,13,2100.7,161.6,,Rv2759c,,,,,,,NE
3071268,,14,3718.9,265.6,,Rv2759c,,,,,,,NE
3071302,,14,1763.7,126,,Rv2760c,,,,,,,NE
3071534,,14,2811.9,200.8,,Rv2760c,,,,,,,NE
3071549,,4,155,38.8,,,,,,,,,NE
3071557,TRUE,0,0,0,,Rv2761c,,,,,,,NE
3071571,,0,0,0,,Rv2761c,,,,,,,NE
3071580,,4,83.2,20.8,,Rv2761c,,,,,,,NE
3071781,,10,3487.8,348.8,,Rv2761c,,,,,,,NE
3071876,,4,122.1,30.5,,Rv2761c,,,,,,,NE
3072049,,7,562.5,80.4,,Rv2761c,,,,,,,NE
3072065,,5,355.1,71,,Rv2761c,,,,,,,NE
3072127,,14,4856.2,346.9,,Rv2761c,,,,,,,NE
3072219,,8,382.8,47.9,,Rv2761c,,,,,,,NE
3072264,TRUE,0,0,0,,Rv2761c,,,,,,,NE
3072322,TRUE,0,0,0,,Rv2761c,,,,,,,NE
3072345,,4,133.9,33.5,,Rv2761c,,,,,,,NE
3072352,,11,1438.8,130.8,,Rv2761c,,,,,,,NE
3072355,,12,1090.1,90.8,,Rv2761c,,,,,,,NE
3072361,,3,58.9,19.6,,Rv2761c,,,,,,,NE
3072433,,6,272.2,45.4,,Rv2761c,,,,,,,NE
3072443,TRUE,1,31.4,31.4,,Rv2761c,,,,,,,NE
3072451,,9,416.4,46.3,,Rv2761c,,,,,,,NE
3072508,,2,73.8,36.9,,Rv2761c,,,,,,,NE
3072515,TRUE,0,0,0,,Rv2761c,,,,,,,NE
3072532,,12,1206.7,100.6,,Rv2761c,,,,,,,NE
3072541,TRUE,2,16.1,8,,Rv2761c,,,,,,,NE
3072572,,12,1173.4,97.8,,Rv2761c,,,,,,,NE
3072584,,14,3051.5,218,,Rv2761c,,,,,,,NE
3072615,,8,749.1,93.6,,Rv2761c,,,,,,,NE
3072621,,7,174.8,25,,Rv2761c,,,,,,,NE
3072655,,3,103.2,34.4,,Rv2762c,,,,,,,NE
3072788,,8,419.3,52.4,,Rv2762c,,,,,,,NE
3072891,,6,299.7,50,,Rv2762c,,,,,,,NE
3072894,,11,958.2,87.1,,Rv2762c,,,,,,,NE
3073019,,10,654.8,65.5,,Rv2762c,,,,,,,NE
3073096,,10,247.9,24.8,TRUE,,,,,,,,NE
3073153,,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073159,,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073168,TRUE,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073283,TRUE,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073303,,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073321,,1,4.4,4.4,TRUE,Rv2763c,,,,,,,GD
3073406,,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073428,,1,8.4,8.4,TRUE,Rv2763c,,,,,,,GD
3073463,,0,0,0,TRUE,Rv2763c,,,,,,,GD
3073693,,0,0,0,TRUE,Rv2764c,,,,,,PROM-715,GD
3073730,,3,10.3,3.4,TRUE,Rv2764c,,,,,,,GD
3073754,,3,13.7,4.6,TRUE,Rv2764c,,,,,,,GD
3073760,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3073786,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3073792,,1,2.2,2.2,TRUE,Rv2764c,,,,,,,GD
3073802,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3073834,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3073856,,2,15.8,7.9,TRUE,Rv2764c,,,,,,,GD
3073940,,1,7.1,7.1,TRUE,Rv2764c,,,,,,,GD
3073991,,1,6.7,6.7,TRUE,Rv2764c,,,,,,,GD
3074024,,2,10.5,5.2,TRUE,Rv2764c,,,,,,,GD
3074194,,2,10.1,5.1,TRUE,Rv2764c,,,,,,,GD
3074201,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074223,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074277,,1,6.7,6.7,TRUE,Rv2764c,,,,,,,GD
3074312,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074317,TRUE,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074343,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074375,,1,14.1,14.1,TRUE,Rv2764c,,,,,,,GD
3074436,,0,0,0,TRUE,Rv2764c,,,,,,,GD
3074471,,1,7.1,7.1,TRUE,Rv2764c,,,,,,,GD
3074501,,5,157.3,31.5,TRUE,,,,,,5pUTR-Rv2764c,,NE
3074608,,14,3020.6,215.8,,,,,,,5pUTR-Rv2764c,,NE
3074633,,14,2850.4,203.6,,,,,,,5pUTR-Rv2764c,,NE
3074672,,10,1496.6,149.7,,Rv2765,,,,,5pUTR-Rv2764c,,NE
3074797,,11,669.5,60.9,,Rv2765,,,,,5pUTR-Rv2764c,,NE
3074811,,11,1859.6,169.1,,Rv2765,,,,,5pUTR-Rv2764c,,NE
3074835,,14,2226,159,,Rv2765,,,,,5pUTR-Rv2764c,,NE
3074838,,12,1419.9,118.3,,Rv2765,,,,,5pUTR-Rv2764c,,NE
3074867,,10,1009.5,101,,Rv2765,,,,,5pUTR-Rv2764c,PROM-69,NE
3074915,,14,4055.4,289.7,,Rv2765,,,,,5pUTR-Rv2764c,PROM-69,NE
3074929,,7,113.6,16.2,,Rv2765,,,,,,PROM-69,NE
3074944,TRUE,1,7.7,7.7,,Rv2765,,,,,,PROM-69,NE
3074973,,13,1757.4,135.2,,Rv2765,,,,,,,NE
3075024,,7,330.3,47.2,,Rv2765,,,,,,,NE
3075171,,12,917.5,76.5,,Rv2765,,,,,,,NE
3075273,,4,69.6,17.4,,Rv2765,,,,,,,NE
3075315,,14,2733.2,195.2,,Rv2765,,,,,,,NE
3075381,,12,912.6,76,,Rv2765,,,,"terminator10028,terminator10118",,,NE
3075411,,8,323.1,40.4,,,,,,"terminator10028,terminator10118",,,NE
3075523,,14,1048.2,74.9,,,,,,,,,NE
3075585,,14,2471,176.5,,,,,,,,,NE
3075649,,12,1366.8,113.9,,Rv2766c,,,,,,,NE
3075727,,14,1897.2,135.5,,Rv2766c,,,,,,,NE
3075917,,14,9332.2,666.6,,Rv2766c,,,,,,,NE
3076094,,11,2016,183.3,,Rv2766c,,,,,,,NE
3076341,,14,2848.9,203.5,,Rv2766c,,,,,,,NE
3076345,,14,3315.5,236.8,,Rv2766c,,,,,,,NE
3076435,TRUE,0,0,0,,Rv2767c,,,,,5pUTR-Rv2766c,PROM-164,NE
3076451,,14,2862.8,204.5,,Rv2767c,,,,,5pUTR-Rv2766c,PROM-164,NE
3076467,,14,1367.1,97.7,,Rv2767c,,,,,,PROM-164,NE
3076497,,7,215.5,30.8,,Rv2767c,,,,,,PROM-164,NE
3076509,,10,534.4,53.4,,Rv2767c,,,,,,,NE
3076523,,9,316.4,35.2,,Rv2767c,,,,,,,NE
3076590,,14,5400.5,385.7,,Rv2767c,,,,,,,NE
3076614,,14,4235.3,302.5,,Rv2767c,,,,,,,NE
3076647,TRUE,5,302.9,60.6,,Rv2767c,,,,,,,NE
3076720,,14,3292.7,235.2,,Rv2767c,,,,,,,NE
3076739,TRUE,3,118.8,39.6,,,,,,,,,NE
3076869,,12,1333.9,111.2,,,,,,,,,NE
3076947,,4,156,39,,Rv2768c,,,,,,,NE
3076962,,14,4251.4,303.7,,Rv2768c,,,,,,,NE
3077002,,8,353.4,44.2,,Rv2768c,,,,,,,NE
3077071,,13,2085.2,160.4,,Rv2768c,,,,,,,NE
3077264,,10,295,29.5,,Rv2768c,,,,,,,NE
3077291,,12,1412.7,117.7,,Rv2768c,,,,,,,NE
3077371,,11,469.5,42.7,,Rv2768c,,,,,,,NE
3077408,,9,615.4,68.4,,Rv2768c,,,,,,,NE
3077456,,8,708.9,88.6,,Rv2768c,,,,,,,NE
3077628,,11,876.7,79.7,,Rv2768c,,,,,,,NE
3077634,,14,6081.9,434.4,,Rv2768c,,,,,,,NE
3077670,,10,1004.4,100.4,,Rv2768c,,,,,,,NE
3077856,,14,1446,103.3,,Rv2768c,,,,,,,NE
3077874,,13,3750.9,288.5,,Rv2768c,,,,,,,NE
3077929,,6,256.6,42.8,,Rv2768c,,,,,,,NE
3077968,,14,3671.4,262.2,,Rv2768c,,,,,,,NE
3078042,,14,4452.2,318,,Rv2768c,,,,,,,NE
3078071,,12,1258.8,104.9,,Rv2768c,,,,,,,NE
3078095,,3,125.3,41.8,,,,,,,,,NE
3078103,,14,4887.1,349.1,,,,,,,,,NE
3078113,,14,3728.8,266.3,,,,,,,,,NE
3078130,,10,821.6,82.2,,,,,,,,,NE
3078169,,14,5794.4,413.9,,Rv2769c,,,,,,,NE
3078171,,12,764.5,63.7,,Rv2769c,,,,,,,NE
3078208,,11,1212.2,110.2,,Rv2769c,,,,,,,NE
3078342,,5,170.6,34.1,,Rv2769c,,,,,,,NE
3078407,,8,154.1,19.3,,Rv2769c,,,,,,,NE
3078420,TRUE,1,53.9,53.9,,Rv2769c,,,,,,,NE
3078492,,8,293.5,36.7,,Rv2769c,,,,,,,NE
3078567,,12,4845.7,403.8,,Rv2769c,,,,,,,NE
3078617,,14,3004.5,214.6,,Rv2769c,,,,,,,NE
3078626,,13,2519.9,193.8,,Rv2769c,,,,,,,NE
3078680,TRUE,3,65.7,21.9,,Rv2769c,,,,,,,NE
3078733,,14,6086.5,434.7,,Rv2769c,,,,,,,NE
3078775,,13,8157.1,627.5,,Rv2769c,,,,,,,NE
3078777,,14,1453.8,103.8,,Rv2769c,,,,,,,NE
3078808,,14,2730.2,195,,Rv2769c,,,,,,,NE
3078820,,10,517.4,51.7,,Rv2769c,,,,,,,NE
3078843,,14,4686,334.7,,Rv2769c,,,,,,,NE
3078852,,14,7373.8,526.7,,Rv2769c,,,,,,,NE
3079009,,14,9851.8,703.7,,,,,,,5pUTR-Rv2769c,,NE
3079015,,13,3115.6,239.7,,,,,,,5pUTR-Rv2769c,,NE
3079029,,4,392.6,98.1,,,,,,,5pUTR-Rv2769c,,NE
3079044,,4,147.8,37,,,,,,,5pUTR-Rv2769c,,NE
3079066,,3,61.2,20.4,,,,,,,5pUTR-Rv2769c,,NE
3079087,,11,500.8,45.5,,,,,,,5pUTR-Rv2769c,,NE
3079091,,12,1255.6,104.6,,,,,,,5pUTR-Rv2769c,,NE
3079097,TRUE,2,71.9,35.9,,,,,,,5pUTR-Rv2769c,,NE
3079151,,13,3787.2,291.3,,,,,,,5pUTR-Rv2769c,,NE
3079158,,14,2263,161.6,,,,,,,5pUTR-Rv2769c,,NE
3079162,,12,2065,172.1,,,,,,,5pUTR-Rv2769c,,NE
3079182,,13,3644.5,280.3,,,,,,,5pUTR-Rv2769c,,NE
3079256,TRUE,5,129.7,25.9,,,,,,,5pUTR-Rv2769c,,NE
3079342,,14,5229.3,373.5,,Rv2770c,,,,,5pUTR-Rv2769c,PROM-72,NE
3079362,,9,232.3,25.8,,Rv2770c,,,,,5pUTR-Rv2769c,PROM-72,NE
3079400,,12,870.9,72.6,,Rv2770c,,,,,,PROM-72,NE
3079510,,12,1343.7,112,,Rv2770c,,,,,,,NE
3079663,,13,2501.2,192.4,,Rv2770c,,,,,,,NE
3079684,,14,3196.2,228.3,,Rv2770c,,,,,,,NE
3079745,,13,2174.9,167.3,,Rv2770c,,,,,,,NE
3079798,TRUE,0,0,0,,Rv2770c,,,,,,,NE
3080007,,8,1736.4,217,,Rv2770c,,,,,,,NE
3080013,,14,12872.7,919.5,,Rv2770c,,,,,,,NE
3080049,,13,2096.6,161.3,,Rv2770c,,,,,,,NE
3080062,TRUE,3,57.3,19.1,,Rv2770c,,,,,,,NE
3080253,,14,4260.7,304.3,,Rv2770c,,,,,,,NE
3080366,,14,9484.5,677.5,,Rv2770c,,,,,,,NE
3080421,,14,7494.9,535.4,,Rv2770c,,,,,,,NE
3080450,,12,1389.1,115.8,,Rv2770c,,,,,,PROM-854,NE
3080528,,14,2404.5,171.8,,,,,,,"5pUTR-Rv2770c_2,5pUTR-Rv2770c_3","PROM-854,PROM-1378,PROM-1525",NE
3080553,,14,3969.7,283.5,,,,,,,5pUTR-Rv2770c_2,"PROM-854,PROM-1378,PROM-1525",NE
3080600,,14,4869.9,347.9,,Rv2771c,,,,,,PROM-1378,NE
3080644,TRUE,1,2.1,2.1,,Rv2771c,,,,,,,NE
3080675,,14,4427.9,316.3,,Rv2771c,,,,,,,NE
3080766,,14,6189.5,442.1,,Rv2771c,,,,,,,NE
3080808,,14,4648,332,,Rv2771c,,,,,,,NE
3080811,,14,8487.1,606.2,,Rv2771c,,,,,,,NE
3080850,,14,3631.2,259.4,,Rv2771c,,,,,,,NE
3080869,TRUE,4,150,37.5,,Rv2771c,,,,,,,NE
3080880,,12,1471.6,122.6,,Rv2771c,,,,,,,NE
3081060,,11,1780.6,161.9,,,,,,,,,NE
3081071,,6,414.8,69.1,,,,,,,,,NE
3081107,,14,5396.5,385.5,,,,,,,,,NE
3081146,,3,287.4,95.8,,Rv2772c,,,,,,,NE
3081159,,13,1183.4,91,,Rv2772c,,,,,,,NE
3081165,,10,1087.4,108.7,,Rv2772c,,,,,,,NE
3081211,,12,928.2,77.4,,Rv2772c,,,,,,,NE
3081217,,11,839.4,76.3,,Rv2772c,,,,,,,NE
3081235,,1,31.4,31.4,,Rv2772c,,,,,,,NE
3081397,,8,323.4,40.4,,Rv2772c,,,,,,,NE
3081530,,10,372.1,37.2,,Rv2772c,,,,,,,NE
3081538,,11,659.5,60,,Rv2772c,,,,,,,NE
3081570,,8,283.1,35.4,,Rv2772c,,,,,,,NE
3081583,,14,5305.2,378.9,,Rv2772c,,,,,,,NE
3081629,,1,3.3,3.3,TRUE,Rv2773c,,,,,,,NE
3081644,,3,11.9,4,TRUE,Rv2773c,,,,,,,NE
3081721,TRUE,1,6.6,6.6,TRUE,Rv2773c,,,,,,,NE
3081812,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3081853,,1,1,1,TRUE,Rv2773c,,,,,,,ES
3081913,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3082049,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3082126,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3082219,,1,3,3,TRUE,Rv2773c,,,,,,,ES
3082229,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3082268,,0,0,0,TRUE,Rv2773c,,,,,,,ES
3082343,,0,0,0,TRUE,Rv2773c,,,,,,PROM-1676,ES
3082363,,4,110.6,27.6,TRUE,Rv2774c,,,,,,PROM-1676,GA
3082463,,10,1834.9,183.5,,Rv2774c,,,,,,,GA
3082519,,14,1697.9,121.3,,Rv2774c,,,,,,,GA
3082643,,13,581.2,44.7,,Rv2774c,,,,,,,GA
3082777,,14,2740.3,195.7,,,,,,,,,GA
3082810,,14,3416.6,244,,,,,,,,PROM-1259,GA
3082814,,14,4564.6,326,,,,,,,,PROM-1259,GA
3082821,,12,815.1,67.9,,,,,,,,PROM-1259,GA
3082870,,12,2509.9,209.2,,,,,,,5pUTR-Rv2775,PROM-1259,GA
3082925,,7,179.2,25.6,,Rv2775,,,,,,,GA
3082967,,14,6253,446.6,,Rv2775,,,,,,,GA
3082971,,14,2284.9,163.2,,Rv2775,,,,,,,GA
3083015,,7,1033.4,147.6,,Rv2775,,,,,,,GA
3083047,,14,1504.6,107.5,,Rv2775,,,DNAMethylation-245,,,,GA
3083079,,13,1730.2,133.1,,Rv2775,,,,,,,GA
3083083,,14,4739.7,338.5,,Rv2775,,,,,,,GA
3083141,,14,41457.1,2961.2,,Rv2775,,,,,,,GA
3083145,,10,1463.1,146.3,,Rv2775,,,,,,,NE
3083267,,9,1634.7,181.6,,Rv2775,,,,,,,NE
3083348,TRUE,1,4.4,4.4,,Rv2775,,,,,,,NE
3083357,,5,106.3,21.3,,Rv2775,,,,,,,NE
3083378,,8,294.6,36.8,,Rv2775,,,,,,,NE
3083395,TRUE,0,0,0,,Rv2776c,,,,,,,NE
3083443,TRUE,0,0,0,,Rv2776c,,,,,,,NE
3083532,,11,1928.4,175.3,,Rv2776c,,,,,,,NE
3083670,,13,942.4,72.5,,Rv2776c,,,,,,,NE
3083720,,14,1217.8,87,,Rv2776c,,,,,,,NE
3083745,,14,1001.5,71.5,,Rv2776c,,,,,,,NE
3083852,,10,905.6,90.6,,Rv2776c,,,,,,,NE
3083874,,12,1013.1,84.4,,Rv2776c,,,,,,,NE
3083895,,10,315.1,31.5,,Rv2776c,,,,,,,NE
3083965,TRUE,0,0,0,,Rv2776c,,,,,,,NE
3084050,,12,2273.2,189.4,,Rv2776c,,,,,,,NE
3084120,,3,90.6,30.2,,Rv2776c,,,,,,,NE
3084127,,12,986.7,82.2,,Rv2776c,,,,,,,NE
3084156,,13,1800.3,138.5,,Rv2776c,,,,,,,NE
3084286,,8,2098.7,262.3,,Rv2776c,,,,,,,NE
3084365,,7,305.3,43.6,,,,,,,,,NE
3084374,,14,3637,259.8,,,,,,,,,NE
3084420,,10,807.7,80.8,,,,,,,,,NE
3084436,,7,777.8,111.1,,,,,,,,,NE
3084479,,10,1145.7,114.6,,,,,,,,,NE
3084532,,10,1613.1,161.3,,Rv2777c,,,,,,,NE
3084586,,14,7937.2,566.9,,Rv2777c,,,,,,,NE
3084589,,14,1728.8,123.5,,Rv2777c,,,,,,,NE
